Open,High,Low,Close,Volume
2020-11-06,138.7500,142.6500,137.8500,141.3000,820673
2020-11-05,137.2100,139.7800,136.5201,138.4100,827184
2020-11-04,134.5700,136.3400,133.2703,135.0400,1080176
2020-11-03,133.9900,135.4900,132.5200,133.1500,1031359
2020-11-02,130.1900,133.9400,130.1900,132.6400,1505079
2020-10-30,127.9400,129.5600,125.6100,129.5500,827173
2020-10-29,126.9100,132.5050,124.4000,128.7900,1547036
2020-10-28,124.6400,125.9100,123.3700,124.4000,1123217
2020-10-27,124.0000,128.2352,123.5035,127.0800,1012966
2020-10-26,123.0300,124.6300,122.1735,124.0700,814036
2020-10-23,125.5800,125.5800,122.8200,124.4500,558016
2020-10-22,124.1000,125.9600,123.0100,125.2000,846664
2020-10-21,123.6500,124.8400,123.2500,123.3800,548441
2020-10-20,123.1000,124.6700,122.5000,123.3500,656581
2020-10-19,123.7900,125.1500,122.0000,122.3000,1159429
2020-10-16,124.1800,125.6950,123.6900,124.0200,576842
2020-10-15,120.6600,124.1100,119.9400,123.3300,1003972
2020-10-14,124.5700,125.2800,121.1100,122.0500,1449459
2020-10-13,127.8000,128.8800,124.3300,124.6700,1240939
2020-10-12,134.0500,134.3900,127.7100,128.3300,1334023
2020-10-09,128.8600,129.8000,128.0000,129.6800,482188
2020-10-08,128.5100,129.1494,126.6800,127.6100,577283
2020-10-07,127.3000,129.2900,127.3000,128.2400,707513
2020-10-06,129.5700,129.8500,124.8200,126.5500,1117409
2020-10-05,125.6200,129.8000,125.1500,129.7100,893291
2020-10-02,123.1800,125.1400,122.4100,124.5600,627101
2020-10-01,127.5000,128.9800,123.6600,124.8600,1149639
2020-09-30,123.6500,126.1000,123.6500,125.5100,1304429
2020-09-29,121.8900,124.6590,121.8900,123.2600,1266805
2020-09-28,120.6100,122.4500,120.6100,121.8900,590548
2020-09-25,117.2700,120.6200,116.7600,119.8000,593034
2020-09-24,117.1800,118.3600,116.2700,117.9600,646828
2020-09-23,119.6600,120.4900,117.4800,117.5800,367397
