Open,High,Low,Close,Volume
2020-11-06,212.4600,218.1400,212.4600,218.0800,1078346
2020-11-05,215.5200,216.1800,212.9800,212.9800,1080554
2020-11-04,214.0000,218.1850,212.7000,212.9400,1554576
2020-11-03,215.9900,217.5000,210.6900,212.2500,1904763
2020-11-02,215.0000,221.8400,212.2400,216.0300,4066971
2020-10-30,207.5900,211.5400,204.8800,207.2500,2252024
2020-10-29,210.3300,212.2200,207.5500,208.7300,1226869
2020-10-28,213.2900,215.2400,209.5400,209.8800,1119009
2020-10-27,214.6700,217.6300,214.0200,214.1800,1323594
2020-10-26,210.8100,214.3600,209.7200,212.7300,1114543
2020-10-23,209.4000,211.5900,209.1700,211.1400,791757
2020-10-22,209.0700,211.4900,206.0500,209.7600,1272186
2020-10-21,210.0100,213.1400,210.0000,211.3500,1121458
2020-10-20,214.4000,214.6322,210.2100,210.6100,763502
2020-10-19,215.4500,216.5918,212.3800,212.5000,1074381
2020-10-16,216.0000,218.4200,214.6900,214.9900,1373895
2020-10-15,218.0100,220.9643,217.0300,218.3700,859690
2020-10-14,221.1700,222.0000,217.8400,218.9300,910037
2020-10-13,217.5500,223.3600,217.2900,221.1700,1250985
2020-10-12,215.6300,218.0100,214.8000,215.4200,729307
2020-10-09,213.0500,216.3200,213.0500,214.7900,1028213
2020-10-08,215.0700,215.7950,211.9600,212.8600,857692
2020-10-07,211.0600,217.5000,211.0000,215.1300,2038395
2020-10-06,209.1900,212.0950,208.6500,211.1500,996750
2020-10-05,209.0200,210.0500,207.8250,209.1100,1067008
2020-10-02,211.6800,216.0000,208.2900,209.2200,1311353
2020-10-01,209.5300,212.3500,207.5200,211.6500,1157837
2020-09-30,210.1600,211.3600,208.0300,210.1700,1389438
2020-09-29,212.7200,214.2000,210.1100,210.4100,1063843
2020-09-28,212.5900,214.2500,210.4700,211.9700,889299
2020-09-25,215.3900,215.3900,211.0501,211.5100,950077
2020-09-24,211.7000,214.5900,210.8700,213.6900,1121609
2020-09-23,213.2500,213.5100,210.0800,212.2300,1148499
2020-09-22,209.6900,214.7300,208.9350,212.3800,1524114
2020-09-21,208.9800,211.1500,206.0600,208.5300,1095587
2020-09-18,205.1800,208.9600,204.6100,208.1500,1956714
2020-09-17,206.6700,208.9900,204.6600,206.8500,1212490
2020-09-16,209.1600,210.9500,206.9000,207.3500,1515463
2020-09-15,215.6800,216.3900,208.6800,209.5900,2146083
2020-09-14,214.4900,217.9300,213.5000,217.4600,940159
2020-09-11,215.4800,216.4200,212.1200,214.0000,1071846
