Open,High,Low,Close,Volume
2020-11-06,137.3300,139.5600,136.3500,138.5000,1004251
2020-11-05,133.9300,140.4899,133.5200,137.5600,1681813
2020-11-04,135.9900,138.6300,131.5600,131.8000,2301337
2020-11-03,132.7900,137.2200,132.3500,136.0900,1656241
2020-11-02,126.1100,130.7400,125.1800,130.6000,2012959
2020-10-30,125.0000,126.6800,121.9100,123.9400,1718848
2020-10-29,126.1700,127.2700,123.8200,125.4000,1343898
2020-10-28,128.0400,130.0800,125.5507,126.5500,1342604
2020-10-27,134.7100,135.4000,130.4000,130.5600,1450959
2020-10-26,134.5000,137.4500,130.4900,135.4300,1966779
2020-10-23,136.8100,137.8400,134.8000,136.5900,897246
2020-10-22,135.7800,138.1100,134.4300,135.2100,1485770
2020-10-21,135.5900,138.8900,135.5900,135.9800,1257266
2020-10-20,134.3300,137.9800,133.7100,136.4200,981900
2020-10-19,134.5600,136.7900,133.4000,134.3300,894613
2020-10-16,137.7900,139.4800,134.7200,135.1200,1197578
2020-10-15,132.5000,138.5100,132.0436,137.7900,1327778
2020-10-14,132.6200,136.7600,132.2500,134.6600,1197140
2020-10-13,130.2800,133.6900,128.3200,132.9400,1435710
2020-10-12,135.0000,135.2850,129.8900,130.2300,1332648
2020-10-09,139.5000,140.0000,133.2000,133.9600,2754267
2020-10-08,129.8900,132.4800,128.9500,131.8300,1135470
2020-10-07,130.0000,132.3400,128.5600,129.0700,1001510
2020-10-06,130.7900,132.4000,128.2100,128.3700,1257570
2020-10-05,128.1800,130.7800,126.8900,130.1700,1481799
2020-10-02,121.5000,128.1800,121.4550,127.0500,1490143
2020-10-01,124.7400,125.6988,121.4800,124.5600,1847900
2020-09-30,121.1000,126.3500,120.5500,124.6800,1899218
2020-09-29,122.0000,122.1500,117.7800,120.1800,1132086
2020-09-28,122.4800,123.8600,120.8200,121.3600,1119275
2020-09-25,116.0900,121.4300,115.7400,120.5500,1439537
2020-09-24,116.0400,119.1500,114.3800,116.9500,1290544
2020-09-23,121.7900,122.0900,116.0700,116.3300,2260541
2020-09-22,125.4600,125.8300,119.5700,120.6500,2639211
2020-09-21,125.9200,125.9699,119.1200,125.4500,3631569
2020-09-18,136.1900,136.8850,132.0900,132.2500,2070696
2020-09-17,136.2800,137.8800,134.1800,137.1400,1381232
2020-09-16,136.9100,139.1800,136.7150,138.0100,1327722
2020-09-15,136.9600,138.7600,134.9100,135.8000,1320456
2020-09-14,135.0700,136.3200,133.8500,135.7200,1658196
2020-09-11,134.6300,135.1500,132.1800,134.0000,745558
2020-09-10,134.8100,136.4500,134.1000,134.6700,2093134
2020-09-09,133.6500,135.3380,132.7650,133.8100,1953916
2020-09-08,136.2800,136.2800,132.3900,132.5300,1418963
2020-09-04,136.6400,139.1800,134.8500,137.0500,1123404
2020-09-03,138.7700,139.3700,134.3000,136.6000,1860204
2020-09-02,134.6900,139.4750,132.9600,138.1700,2198074
2020-09-01,134.3500,134.6000,132.5700,134.2000,1354154
2020-08-31,135.5700,137.8600,135.0500,135.7200,2448984
2020-08-28,134.4100,136.1100,132.3700,135.9900,1090625
2020-08-27,132.5600,137.9800,131.9047,134.4200,1998428
2020-08-26,133.5900,133.8000,129.9000,131.6300,1014929
2020-08-25,134.5000,134.7500,131.7600,134.1100,994325
2020-08-24,133.5000,135.0700,132.0000,134.3800,3161407
2020-08-21,130.7500,132.9750,130.2950,132.5100,1194626
2020-08-20,132.1800,133.6900,130.1400,131.1500,1245446
2020-08-19,133.8100,135.5500,132.2450,133.0400,1415881
2020-08-18,134.3800,134.6000,132.4300,133.9100,898362
2020-08-17,133.9200,135.4800,133.3300,134.3000,1365394
2020-08-14,130.2500,134.9100,129.6900,134.4300,1295117
2020-08-13,131.3600,131.3600,129.6100,130.6700,819624
2020-08-12,132.8700,133.1100,130.3500,132.1300,1252047
2020-08-11,133.9300,134.9700,130.8600,131.5900,1493023
2020-08-10,130.3200,132.9800,130.3200,132.4700,1052243
2020-08-07,131.5000,133.0000,128.6400,130.2700,1372413
2020-08-06,130.9200,132.9700,130.5450,132.3200,1687697
2020-08-05,129.6600,131.8900,129.1800,130.4100,2232606
2020-08-04,124.9000,128.7900,124.3596,128.3900,2115175
2020-08-03,127.1100,127.3000,124.8100,125.8700,1125119
2020-07-31,127.8800,127.8800,124.4100,126.6400,2549273
2020-07-30,128.1100,128.4800,125.7400,128.0500,1544465
2020-07-29,125.1800,130.7900,124.8750,129.7800,2429287
2020-07-28,125.1900,126.7300,123.5700,123.9600,1530947
2020-07-27,125.0000,125.6500,123.6100,125.3300,1655539
2020-07-24,126.5100,126.5100,124.0604,125.5100,1646076
2020-07-23,125.0000,127.4800,123.9400,126.9700,4157820
2020-07-22,115.3000,124.3800,115.1000,122.4200,5347855
2020-07-21,106.2700,110.2100,106.2000,109.3300,2486954
2020-07-20,105.6000,106.3200,103.1700,104.9700,3112860
2020-07-17,107.4200,108.3300,105.2900,106.0600,1581436
2020-07-16,104.8400,108.3200,103.4500,107.1400,2901581
2020-07-15,101.7200,106.4200,101.2000,105.6500,3858968
2020-07-14,96.5500,99.1300,95.7300,98.9600,1826450
2020-07-13,95.0000,99.7100,95.0000,96.8300,2607810
2020-07-10,93.8300,97.0200,93.2500,96.7200,1693928
2020-07-09,95.7600,95.9800,92.0600,94.3400,2934075
2020-07-08,96.2200,96.2200,93.3500,95.6300,1600847
2020-07-07,98.0900,99.1100,96.1600,96.2400,1280478
2020-07-06,99.6900,100.0600,97.3100,99.2100,1361497
2020-07-02,100.2000,102.1800,97.7300,97.9700,1546042
2020-07-01,96.7100,100.2500,96.0100,98.0800,2240067
2020-06-30,96.2000,97.6300,93.7600,97.0600,1841236
2020-06-29,93.6500,96.2200,92.1250,96.2000,2540896
2020-06-26,93.3000,94.5900,91.4400,92.4800,2428785
2020-06-25,93.0400,94.8200,91.2100,93.3500,4443370
2020-06-24,97.4300,97.8700,93.0400,93.7300,3410003
2020-06-23,100.6500,101.4800,97.1200,99.0800,2175027
2020-06-22,97.3500,99.1200,97.0100,98.3200,5367715
2020-06-19,101.9100,103.3500,97.4300,97.5300,2713062
2020-06-18,98.1800,101.7000,96.7300,100.1000,2789872
