Open,High,Low,Close,Volume
2020-11-06,29.0900,29.3400,27.4900,27.7100,4255962
2020-11-05,26.9200,29.2350,26.9100,28.9100,8868594
2020-11-04,27.9800,28.0100,26.4400,26.7200,5861330
2020-11-03,28.6900,29.2200,28.5100,29.0100,3596277
2020-11-02,27.6100,28.0700,27.0800,28.0300,3771198
2020-10-30,26.6400,27.2600,26.3100,27.2500,3404180
2020-10-29,25.8000,26.9600,25.4100,26.7100,4503240
2020-10-28,26.0300,26.5190,25.8100,25.8800,3804654
2020-10-27,27.7500,28.0700,26.6400,26.6600,3508450
2020-10-26,28.8000,28.9100,27.9900,28.3600,4478551
2020-10-23,29.1000,29.3700,28.4300,29.1300,4393874
2020-10-22,27.6400,28.9800,27.4200,28.8600,4311479
2020-10-21,27.4100,27.6400,27.1900,27.5500,5051332
2020-10-20,27.1100,28.0400,26.9900,27.6200,5146431
2020-10-19,26.9200,27.0750,26.5000,26.6400,4454623
2020-10-16,27.0000,27.0700,26.0700,26.6100,9017567
2020-10-15,27.2400,28.0550,27.1500,27.9000,9333642
2020-10-14,28.1800,28.5600,27.5400,27.5800,5018913
2020-10-13,28.4400,28.5000,27.5700,28.0200,5851554
2020-10-12,28.0000,28.5100,27.8200,28.4700,3358337
2020-10-09,28.7500,28.8700,27.8700,27.9600,4148787
2020-10-08,28.4100,28.6300,27.9600,28.5600,2483240
2020-10-07,27.6300,28.4600,27.5900,28.1200,2964844
2020-10-06,28.0000,28.4800,27.0200,27.1300,4766516
2020-10-05,26.5200,27.5000,26.4500,27.4800,4597229
2020-10-02,24.9000,26.3600,24.8000,26.2100,3348779
2020-10-01,25.4600,25.7100,25.1400,25.4300,3432262
2020-09-30,24.9200,25.7200,24.9000,25.2800,4933131
2020-09-29,25.2200,25.3600,24.4900,24.7800,2884531
2020-09-28,24.9600,25.5400,24.9100,25.3400,4067728
2020-09-25,23.5800,24.5150,23.5400,24.4300,3455203
2020-09-24,23.9500,24.5300,23.4600,23.8300,3597323
2020-09-23,24.7200,25.3618,23.9200,23.9500,4782431
2020-09-22,25.7900,25.8800,24.3000,24.5100,8540780
2020-09-21,26.3100,26.7201,25.6700,25.8300,4990125
2020-09-18,27.1100,27.5100,26.9750,27.1600,8947206
2020-09-17,27.0700,27.8200,26.9150,27.4900,7721537
2020-09-16,26.7600,28.1800,26.5850,27.6200,7296525
2020-09-15,27.9600,28.0000,26.6800,26.6900,6309790
2020-09-14,27.4100,28.1000,27.2800,27.9900,14720206
2020-09-11,26.7000,27.1600,26.3500,27.1100,7692117
2020-09-10,27.4200,28.0687,26.5200,26.7200,15213664
2020-09-09,26.8300,27.4100,26.4900,27.1300,8606414
2020-09-08,26.7800,27.0600,26.2200,26.6200,10854134
2020-09-04,27.4600,27.7900,26.5800,27.3600,5626648
2020-09-03,27.0000,28.0300,26.5100,26.7600,6917105
2020-09-02,26.1100,26.9900,25.9000,26.7900,5926504
2020-09-01,25.5900,26.5100,25.5300,26.1700,6890977
2020-08-31,26.1600,26.1900,25.8200,25.8700,6579525
2020-08-28,26.2600,26.3400,25.9800,26.2900,3175192
2020-08-27,25.4200,26.2300,25.2000,26.0100,4418316
2020-08-26,25.4600,25.7050,25.2800,25.3600,7896363
2020-08-25,25.7100,25.8900,25.1000,25.5400,4333651
2020-08-24,24.3000,25.2300,24.1500,25.2300,2856907
2020-08-21,24.3000,24.6000,24.1500,24.1900,3166316
2020-08-20,24.4400,24.5500,24.0900,24.3000,2685646
2020-08-19,24.7100,25.3000,24.5800,24.8000,3777359
2020-08-18,25.3800,25.4400,24.6450,24.7600,2545461
2020-08-17,25.6800,25.8300,25.3900,25.4400,1860434
2020-08-14,25.4100,26.1900,25.3000,25.9000,1935546
2020-08-13,26.0900,26.2200,25.6100,25.6900,3139587
2020-08-12,27.3700,27.3700,25.8175,26.4900,3258741
2020-08-11,26.8100,27.5700,26.5600,26.6500,4731801
2020-08-10,25.6200,26.3250,25.6000,25.8800,3715207
2020-08-07,24.4600,25.4400,24.3250,25.4300,4235777
2020-08-06,24.6400,24.9950,24.5500,24.7600,3520858
2020-08-05,24.5400,24.9100,24.3550,24.8700,4020388
2020-08-04,24.2000,24.4200,24.0200,24.2100,3720456
2020-08-03,24.8000,24.8900,24.1400,24.2300,5454868
2020-07-31,24.5400,24.8400,24.0650,24.8100,6102773
2020-07-30,24.4800,25.0000,24.0300,24.7800,4269256
2020-07-29,24.2100,25.3700,23.9250,25.3500,4775676
2020-07-28,24.2900,24.7035,24.0800,24.1800,3813133
2020-07-27,25.3500,25.4900,24.7250,24.8600,4854811
2020-07-24,26.1400,26.3500,25.5400,25.5800,5731081
