Open,High,Low,Close,Volume
2020-09-01,203.6000,206.7100,203.0100,205.4600,2458801
2020-08-31,205.5000,206.4100,203.6300,204.8700,3046152
2020-08-28,211.8900,212.0000,207.0900,207.7100,3697406
2020-08-27,206.6800,213.0000,206.4100,210.1500,3692411
2020-08-26,205.8900,207.2800,205.0300,207.2200,2563236
2020-08-25,209.9900,210.4900,205.1700,206.0000,2627906
2020-08-24,203.1100,207.4300,201.3200,207.3400,3097432
2020-08-21,200.1100,203.3500,199.8200,202.4300,1781141
2020-08-20,200.7600,203.2800,200.3400,201.8500,1764214
2020-08-19,202.4000,206.1000,201.7700,203.0200,2458524
2020-08-18,203.4500,203.5800,201.1000,201.3100,3067854
2020-08-17,207.0000,207.8500,202.5300,203.0700,3895932
2020-08-14,207.4600,209.4800,206.6100,207.9700,2287572
2020-08-13,210.4100,212.2000,207.6900,208.3900,2219859
2020-08-12,214.7000,215.9500,209.2700,212.1300,2439593
2020-08-11,212.7200,216.9500,210.5300,211.0600,4042742
2020-08-10,209.5900,210.6400,208.0400,209.3800,2432770
2020-08-07,203.4800,208.8000,202.4500,208.2700,3074961
2020-08-06,205.0000,206.2900,203.8300,204.2500,1882367
2020-08-05,203.1700,204.8075,203.0100,204.5200,2323194
2020-08-04,199.3500,201.7200,198.4750,201.6400,1944676
2020-08-03,198.4900,199.8800,196.5300,199.3900,2295652
2020-07-31,199.8400,199.8400,196.5100,197.9600,2401074
2020-07-30,199.5000,199.9900,196.3000,199.5300,3057922
2020-07-29,201.7000,203.8900,199.6200,202.5800,2634961
2020-07-28,201.9100,203.6000,201.0900,201.6200,2139771
2020-07-27,200.1000,204.1800,199.5900,203.0200,2601182
2020-07-24,203.0000,204.9300,201.3200,201.4700,3191549
2020-07-23,205.1000,206.0221,202.0500,203.0200,4088636
2020-07-22,210.5000,211.0000,205.3500,206.0000,4978425
2020-07-21,212.2500,213.8100,210.3900,212.0200,3394200
2020-07-20,210.7300,213.1700,210.2500,211.7100,2268700
2020-07-17,214.9000,215.1700,211.2500,211.4100,3614300
2020-07-16,213.5100,220.4600,213.5000,214.6700,5769600
2020-07-15,224.3700,225.2400,214.6900,216.9000,12516700
2020-07-14,211.4300,214.3000,207.0100,214.0100,5202000
2020-07-13,209.0000,212.9800,207.0000,208.8800,4449600
2020-07-10,196.8700,206.3200,196.8300,205.5600,4414800
2020-07-09,202.1100,202.5000,195.0000,196.8300,3160100
2020-07-08,199.5400,203.2500,199.0200,202.2500,2789700
2020-07-07,205.5000,205.7100,199.1900,199.3600,2853500
2020-07-06,201.3400,207.7900,201.1300,207.3600,3567700
2020-07-02,202.5000,203.0000,197.1300,197.4000,2698800
2020-07-01,198.8800,199.7400,195.5200,197.5700,2620100
2020-06-30,193.8400,198.4100,193.6200,197.6200,3102800
2020-06-29,191.3800,193.9000,188.6600,193.4700,3735957
2020-06-26,199.0000,200.2400,188.5100,189.1900,9530700
2020-06-25,197.8600,207.3900,197.6100,207.1000,3466500
2020-06-24,202.3400,202.6100,197.3800,198.0200,2756700
2020-06-23,206.5000,207.5100,203.6400,204.7800,2451800
2020-06-22,200.9900,204.5800,200.0000,203.4200,1806900
2020-06-19,207.0500,207.4200,200.9700,201.6300,4962400
2020-06-18,203.9900,207.2600,202.6700,203.8400,2051700
